Empresa de Pesquisa Energética - EPE,,,,,,,,,,,,,,
Consumo de energia elétrica na rede (MWh),,,,,,,,,,,,,,
Sistema SIMPLES,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,2023*,,,,,,,,,,,,,
TOTAL INDUSTRIAL (CATIVO + LIVRE),JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO,
Norte," 1,763,394 "," 1,611,942 "," 1,752,865 "," 1,648,107 "," 1,579,633 "," 1,471,259 "," 1,548,311 "," 1,589,391 "," 1,581,065 "," 1,584,334 "," 1,539,016 "," 1,559,424 "," 19,228,741 ",
Nordeste," 1,711,126 "," 1,632,897 "," 1,749,902 "," 1,739,775 "," 1,744,925 "," 1,694,049 "," 1,816,696 "," 1,870,813 "," 1,845,966 "," 1,843,846 "," 1,845,916 "," 1,807,894 "," 21,303,805 ",
Sudeste," 6,526,891 "," 7,004,728 "," 6,745,953 "," 6,911,409 "," 6,769,067 "," 6,659,479 "," 6,380,471 "," 6,698,012 "," 6,591,890 "," 6,567,395 "," 6,917,832 "," 6,543,986 "," 80,317,113 ",
Sul," 3,411,575 "," 3,735,614 "," 3,664,004 "," 3,786,000 "," 3,665,956 "," 3,666,645 "," 3,590,565 "," 3,695,913 "," 3,713,558 "," 3,723,500 "," 3,780,852 "," 3,603,848 "," 44,038,030 ",
Centro-Oeste," 1,123,800 "," 1,122,170 "," 1,166,555 "," 1,174,900 "," 1,183,147 "," 1,191,986 "," 1,217,648 "," 1,280,226 "," 1,242,395 "," 1,210,272 "," 1,172,145 "," 1,132,745 "," 14,217,989 ",
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,,
Sistemas Isolados," 1,904,064 "," 1,764,546 "," 1,936,111 "," 1,832,943 "," 1,772,205 "," 1,659,453 "," 1,767,232 "," 1,784,290 "," 1,766,998 "," 1,771,011 "," 1,740,238 "," 1,742,498 "," 21,441,589 ",
Norte," 374,050 "," 358,687 "," 366,851 "," 363,901 "," 358,036 "," 342,318 "," 356,076 "," 393,913 "," 394,667 "," 397,922 "," 382,746 "," 397,689 "," 4,486,856 ",
Nordeste," 1,244,246 "," 1,172,231 "," 1,249,189 "," 1,241,169 "," 1,242,493 "," 1,215,328 "," 1,299,709 "," 1,338,924 "," 1,316,184 "," 1,313,473 "," 1,314,406 "," 1,283,923 "," 15,231,275 ",
Sudeste/C.Oeste," 7,602,851 "," 8,076,273 "," 7,863,124 "," 8,036,178 "," 7,904,038 "," 7,799,674 "," 7,540,109 "," 7,921,315 "," 7,783,467 "," 7,723,441 "," 8,037,519 "," 7,619,939 "," 93,907,928 ",
Sul," 3,411,575 "," 3,735,614 "," 3,664,004 "," 3,786,000 "," 3,665,956 "," 3,666,645 "," 3,590,565 "," 3,695,913 "," 3,713,558 "," 3,723,500 "," 3,780,852 "," 3,603,848 "," 44,038,030 ",
,,,,,,,,,,,,,,
,2013,,,,,,,,,,,,,
TOTAL INDUSTRIAL (CATIVO + LIVRE),JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO,
," 14,369,522 "," 14,790,315 "," 15,148,031 "," 15,592,240 "," 15,569,364 "," 15,326,058 "," 15,490,485 "," 15,886,314 "," 15,593,707 "," 15,786,696 "," 15,810,386 "," 15,321,439 "," 184,684,557 ",
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,,
Norte," 1,660,992 "," 1,520,061 "," 1,690,635 "," 1,663,976 "," 1,639,504 "," 1,570,768 "," 1,825,326 "," 1,810,254 "," 1,724,518 "," 1,742,301 "," 1,686,009 "," 1,777,753 "," 20,312,097 ",
Nordeste," 1,677,049 "," 1,597,890 "," 1,670,330 "," 1,709,533 "," 1,711,650 "," 1,649,841 "," 1,737,513 "," 1,721,675 "," 1,684,175 "," 1,776,131 "," 1,701,809 "," 1,719,025 "," 20,356,621 ",
Sudeste," 6,674,125 "," 7,000,392 "," 7,041,680 "," 7,287,488 "," 7,259,759 "," 7,235,950 "," 6,997,029 "," 7,282,145 "," 7,234,899 "," 7,248,631 "," 7,342,007 "," 6,971,108 "," 85,575,213 ",
Sul," 3,302,008 "," 3,599,645 "," 3,636,391 "," 3,767,486 "," 3,778,726 "," 3,742,913 "," 3,749,248 "," 3,847,270 "," 3,781,442 "," 3,813,543 "," 3,867,264 "," 3,677,504 "," 44,563,440 ",
Centro-Oeste," 1,055,348 "," 1,072,327 "," 1,108,995 "," 1,163,757 "," 1,179,725 "," 1,126,586 "," 1,181,369 "," 1,224,970 "," 1,168,673 "," 1,206,090 "," 1,213,297 "," 1,176,049 "," 13,877,186 ",
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,,
Sistemas Isolados," 1,830,804 "," 1,689,407 "," 1,863,305 "," 1,845,469 "," 1,819,382 "," 1,723,668 "," 1,994,828 "," 2,006,203 "," 1,918,170 "," 1,931,480 "," 1,874,162 "," 1,909,034 "," 22,405,912 ",
Norte," 360,990 "," 345,422 "," 357,309 "," 352,635 "," 359,951 "," 343,669 "," 375,663 "," 381,321 "," 346,241 "," 374,453 "," 351,898 "," 364,083 "," 4,313,635 ",
Nordeste," 1,198,760 "," 1,140,635 "," 1,198,938 "," 1,235,762 "," 1,228,067 "," 1,207,435 "," 1,237,383 "," 1,200,804 "," 1,183,487 "," 1,252,216 "," 1,214,292 "," 1,239,215 "," 14,536,994 ",
Sudeste/C.Oeste," 7,676,960 "," 8,015,206 "," 8,092,088 "," 8,390,888 "," 8,383,238 "," 8,308,373 "," 8,133,363 "," 8,450,716 "," 8,364,367 "," 8,415,004 "," 8,502,770 "," 8,131,603 "," 98,864,576 ",
Sul," 3,302,008 "," 3,599,645 "," 3,636,391 "," 3,767,486 "," 3,778,726 "," 3,742,913 "," 3,749,248 "," 3,847,270 "," 3,781,442 "," 3,813,543 "," 3,867,264 "," 3,677,504 "," 44,563,440 ",
,,,,,,,,,,,,,,
,2012,,,,,,,,,,,,,
TOTAL INDUSTRIAL (CATIVO + LIVRE),JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO,
," 14,567,025 "," 15,059,393 "," 15,578,758 "," 15,530,109 "," 15,264,202 "," 15,158,828 "," 15,213,922 "," 15,627,848 "," 15,573,061 "," 15,547,744 "," 15,470,109 "," 14,833,841 "," 183,424,839 ",
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,,
NORTE," 1,831,028 "," 1,744,185 "," 1,876,067 "," 1,778,834 "," 1,822,547 "," 1,703,004 "," 1,733,348 "," 1,744,877 "," 1,703,041 "," 1,721,464 "," 1,632,925 "," 1,662,567 "," 20,953,887 ",
NORDESTE," 1,547,756 "," 1,538,434 "," 1,620,729 "," 1,597,331 "," 1,609,416 "," 1,490,763 "," 1,614,467 "," 1,666,929 "," 1,667,562 "," 1,654,663 "," 1,671,687 "," 1,639,575 "," 19,319,312 ",
SUDESTE," 6,886,545 "," 7,219,086 "," 7,297,782 "," 7,458,263 "," 7,077,704 "," 7,253,337 "," 7,139,839 "," 7,384,572 "," 7,405,454 "," 7,372,669 "," 7,376,331 "," 6,825,667 "," 86,697,248 ",
SUL," 3,255,870 "," 3,499,724 "," 3,643,721 "," 3,634,704 "," 3,620,812 "," 3,615,131 "," 3,616,059 "," 3,700,981 "," 3,681,104 "," 3,635,728 "," 3,712,409 "," 3,584,544 "," 43,200,787 ",
C.OESTE," 1,045,826 "," 1,057,964 "," 1,140,459 "," 1,060,977 "," 1,133,723 "," 1,096,593 "," 1,110,209 "," 1,130,489 "," 1,115,900 "," 1,163,220 "," 1,076,757 "," 1,121,488 "," 13,253,605 ",
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,,
Sistemas Isolados," 1,930,952 "," 1,852,887 "," 1,980,246 "," 1,926,490 "," 1,964,788 "," 1,826,071 "," 1,873,326 "," 1,885,629 "," 1,874,484 "," 1,904,535 "," 1,819,956 "," 1,832,243 "," 22,671,607 ",
Norte," 365,036 "," 350,644 "," 361,742 "," 358,455 "," 368,790 "," 348,248 "," 361,213 "," 368,983 "," 370,317 "," 380,132 "," 362,391 "," 354,399 "," 4,350,350 ",
Nordeste," 1,130,007 "," 1,131,278 "," 1,195,152 "," 1,141,375 "," 1,146,804 "," 1,069,545 "," 1,168,192 "," 1,211,027 "," 1,180,565 "," 1,148,951 "," 1,174,461 "," 1,173,732 "," 13,871,089 ",
Sudeste/C.Oeste," 7,885,160 "," 8,224,860 "," 8,397,897 "," 8,469,085 "," 8,163,008 "," 8,299,833 "," 8,195,132 "," 8,461,228 "," 8,466,591 "," 8,478,398 "," 8,400,892 "," 7,888,923 "," 99,331,006 ",
Sul," 3,255,870 "," 3,499,724 "," 3,643,721 "," 3,634,704 "," 3,620,812 "," 3,615,131 "," 3,616,059 "," 3,700,981 "," 3,681,104 "," 3,635,728 "," 3,712,409 "," 3,584,544 "," 43,200,787 ",
,,,,,,,,,,,,,,
,2011,,,,,,,,,,,,,
TOTAL INDUSTRIAL (CATIVO + LIVRE),JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO,
," 14,467,186 "," 14,486,700 "," 15,188,345 "," 15,334,508 "," 15,254,580 "," 15,387,057 "," 15,435,674 "," 15,853,166 "," 15,731,400 "," 15,670,618 "," 15,484,260 "," 15,282,054 "," 183,575,548 ",
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,,
NORTE," 1,803,383 "," 1,645,210 "," 1,850,994 "," 1,808,099 "," 1,861,067 "," 1,825,361 "," 1,890,231 "," 1,893,443 "," 1,823,120 "," 1,889,036 "," 1,795,254 "," 1,845,304 "," 21,930,502 ",
NORDESTE," 1,455,306 "," 1,333,500 "," 1,573,254 "," 1,555,252 "," 1,521,596 "," 1,503,924 "," 1,583,786 "," 1,651,954 "," 1,582,996 "," 1,585,150 "," 1,539,222 "," 1,509,631 "," 18,395,571 ",
SUDESTE," 6,911,038 "," 7,046,717 "," 7,129,304 "," 7,369,814 "," 7,194,158 "," 7,395,712 "," 7,301,842 "," 7,558,457 "," 7,585,852 "," 7,466,055 "," 7,532,697 "," 7,269,796 "," 87,761,442 ",
SUL," 3,367,685 "," 3,525,052 "," 3,612,271 "," 3,603,402 "," 3,635,724 "," 3,644,842 "," 3,597,746 "," 3,685,624 "," 3,658,191 "," 3,654,776 "," 3,538,376 "," 3,553,105 "," 43,076,794 ",
C.OESTE," 929,774 "," 936,221 "," 1,022,522 "," 997,941 "," 1,042,035 "," 1,017,218 "," 1,062,069 "," 1,063,688 "," 1,081,241 "," 1,075,601 "," 1,078,711 "," 1,104,218 "," 12,411,239 ",
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,,
Sistemas Isolados," 1,891,834 "," 1,750,574 "," 1,977,562 "," 1,931,670 "," 1,981,179 "," 1,927,181 "," 1,991,515 "," 2,024,004 "," 1,934,782 "," 2,007,368 "," 1,913,473 "," 1,946,608 "," 23,277,750 ",
Norte," 364,673 "," 345,899 "," 366,043 "," 352,901 "," 365,378 "," 347,416 "," 365,548 "," 374,611 "," 362,903 "," 368,605 "," 346,514 "," 353,662 "," 4,314,153 ",
Nordeste," 1,046,990 "," 929,984 "," 1,132,399 "," 1,135,054 "," 1,089,170 "," 1,104,046 "," 1,163,647 "," 1,192,731 "," 1,153,254 "," 1,144,316 "," 1,121,737 "," 1,102,404 "," 13,315,732 ",
Sudeste/C.Oeste," 7,796,004 "," 7,935,191 "," 8,100,070 "," 8,311,481 "," 8,183,129 "," 8,363,572 "," 8,317,218 "," 8,576,196 "," 8,622,270 "," 8,495,553 "," 8,564,160 "," 8,326,275 "," 99,591,119 ",
Sul," 3,367,685 "," 3,525,052 "," 3,612,271 "," 3,603,402 "," 3,635,724 "," 3,644,842 "," 3,597,746 "," 3,685,624 "," 3,658,191 "," 3,654,776 "," 3,538,376 "," 3,553,105 "," 43,076,794 ",
,,,,,,,,,,,,,,
,2010,,,,,,,,,,,,,
TOTAL INDUSTRIAL (CATIVO + LIVRE),JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO,
," 13,424,547 "," 14,077,520 "," 14,765,879 "," 14,921,086 "," 15,025,175 "," 15,179,562 "," 15,303,363 "," 15,456,385 "," 15,405,246 "," 15,434,091 "," 15,316,639 "," 15,168,814 "," 179,478,307 ",
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,,
Norte," 1,721,056 "," 1,594,010 "," 1,747,632 "," 1,677,200 "," 1,746,886 "," 1,715,665 "," 1,776,325 "," 1,793,283 "," 1,756,937 "," 1,803,423 "," 1,742,706 "," 1,806,191 "," 20,881,314 ",
Nordeste," 1,534,670 "," 1,543,071 "," 1,688,673 "," 1,597,801 "," 1,661,722 "," 1,651,763 "," 1,667,907 "," 1,641,034 "," 1,648,420 "," 1,697,768 "," 1,612,973 "," 1,507,107 "," 19,452,909 ",
Sudeste," 6,281,945 "," 6,709,035 "," 6,918,150 "," 7,207,152 "," 7,023,690 "," 7,225,622 "," 7,217,916 "," 7,394,330 "," 7,385,934 "," 7,306,908 "," 7,370,787 "," 7,282,288 "," 85,323,757 ",
Sul," 3,013,076 "," 3,363,572 "," 3,492,550 "," 3,531,652 "," 3,672,762 "," 3,642,029 "," 3,674,334 "," 3,662,324 "," 3,662,952 "," 3,679,691 "," 3,671,211 "," 3,637,120 "," 42,703,273 ",
Centro-Oeste," 873,800 "," 867,832 "," 918,874 "," 907,281 "," 920,115 "," 944,483 "," 966,881 "," 965,414 "," 951,003 "," 946,301 "," 918,962 "," 936,108 "," 11,117,054 ",
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,,
Sistemas Isolados," 1,806,734 "," 1,693,585 "," 1,859,884 "," 1,787,085 "," 1,856,827 "," 1,833,401 "," 1,885,727 "," 1,944,884 "," 1,892,653 "," 1,937,718 "," 1,893,391 "," 1,926,160 "," 22,318,049 ",
Norte," 321,763 "," 324,448 "," 362,149 "," 337,246 "," 350,061 "," 354,224 "," 368,208 "," 371,455 "," 365,737 "," 368,891 "," 360,001 "," 363,627 "," 4,247,810 ",
Nordeste," 1,162,807 "," 1,158,238 "," 1,255,272 "," 1,194,391 "," 1,240,819 "," 1,218,458 "," 1,231,262 "," 1,160,162 "," 1,186,955 "," 1,230,285 "," 1,136,563 "," 1,061,575 "," 14,236,787 ",
Sudeste/C.Oeste," 7,120,167 "," 7,537,677 "," 7,796,024 "," 8,070,712 "," 7,904,706 "," 8,131,450 "," 8,143,832 "," 8,317,560 "," 8,296,949 "," 8,217,506 "," 8,255,473 "," 8,180,332 "," 95,972,388 ",
Sul," 3,013,076 "," 3,363,572 "," 3,492,550 "," 3,531,652 "," 3,672,762 "," 3,642,029 "," 3,674,334 "," 3,662,324 "," 3,662,952 "," 3,679,691 "," 3,671,211 "," 3,637,120 "," 42,703,273 ",
,,,,,,,,,,,,,,
,2009,,,,,,,,,,,,,
TOTAL INDUSTRIAL (CATIVO + LIVRE),JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO,
," 11,923,920 "," 12,337,343 "," 13,049,483 "," 13,199,596 "," 12,976,381 "," 13,216,791 "," 13,610,773 "," 14,061,451 "," 14,227,326 "," 14,551,750 "," 14,415,204 "," 14,228,645 "," 161,798,662 ",
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,,
Norte," 1,694,541 "," 1,439,474 "," 1,587,365 "," 1,572,446 "," 1,641,141 "," 1,622,321 "," 1,656,220 "," 1,640,310 "," 1,599,429 "," 1,654,047 "," 1,643,106 "," 1,679,027 "," 19,429,427 ",
Nordeste," 1,354,410 "," 1,371,458 "," 1,507,491 "," 1,426,410 "," 1,385,115 "," 1,421,152 "," 1,486,083 "," 1,561,211 "," 1,587,911 "," 1,629,508 "," 1,535,085 "," 1,571,477 "," 17,837,311 ",
Sudeste," 5,525,526 "," 5,808,892 "," 5,945,376 "," 6,231,097 "," 6,105,771 "," 6,208,867 "," 6,267,222 "," 6,605,945 "," 6,740,456 "," 6,861,086 "," 6,954,619 "," 6,696,470 "," 75,951,328 ",
Sul," 2,719,545 "," 3,014,269 "," 3,256,574 "," 3,197,900 "," 3,090,050 "," 3,189,258 "," 3,316,931 "," 3,337,129 "," 3,371,910 "," 3,440,774 "," 3,397,337 "," 3,396,186 "," 38,727,863 ",
Centro-Oeste," 629,898 "," 703,250 "," 752,677 "," 771,743 "," 754,304 "," 775,193 "," 884,317 "," 916,856 "," 927,620 "," 966,335 "," 885,056 "," 885,485 "," 9,852,733 ",
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,,
Sistemas Isolados," 1,815,167 "," 1,580,522 "," 1,756,637 "," 1,725,081 "," 1,789,286 "," 1,801,230 "," 1,807,947 "," 1,804,872 "," 1,773,819 "," 1,815,451 "," 1,767,062 "," 1,816,099 "," 21,253,173 ",
Norte," 283,702 "," 246,499 "," 270,710 "," 259,411 "," 255,900 "," 260,957 "," 290,027 "," 285,988 "," 287,924 "," 306,638 "," 309,966 "," 312,673 "," 3,370,395 ",
Nordeste," 1,005,121 "," 1,043,581 "," 1,132,852 "," 1,080,103 "," 1,045,021 "," 1,045,896 "," 1,108,763 "," 1,175,728 "," 1,191,380 "," 1,228,614 "," 1,141,069 "," 1,162,226 "," 13,360,354 ",
Sudeste/C.Oeste," 6,100,385 "," 6,452,472 "," 6,632,710 "," 6,937,101 "," 6,796,124 "," 6,919,450 "," 7,087,105 "," 7,457,734 "," 7,602,293 "," 7,760,273 "," 7,799,770 "," 7,541,461 "," 85,086,877 ",
Sul," 2,719,545 "," 3,014,269 "," 3,256,574 "," 3,197,900 "," 3,090,050 "," 3,189,258 "," 3,316,931 "," 3,337,129 "," 3,371,910 "," 3,440,774 "," 3,397,337 "," 3,396,186 "," 38,727,863 ",
,,,,,,,,,,,,,,
,2008,,,,,,,,,,,,,
TOTAL INDUSTRIAL (CATIVO + LIVRE),JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO,
," 13,793,348 "," 13,966,620 "," 14,654,558 "," 14,525,049 "," 14,791,423 "," 14,780,520 "," 15,154,269 "," 15,411,790 "," 15,180,074 "," 15,386,185 "," 14,773,048 "," 13,417,173 "," 175,834,058 ",
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,,
Norte," 1,693,977 "," 1,611,751 "," 2,018,809 "," 1,668,564 "," 1,715,375 "," 1,718,212 "," 1,764,485 "," 1,766,623 "," 1,733,007 "," 1,803,297 "," 1,712,875 "," 1,733,324 "," 20,940,299 ",
Nordeste," 1,595,658 "," 1,539,921 "," 1,609,219 "," 1,600,357 "," 1,694,787 "," 1,622,016 "," 1,650,629 "," 1,684,544 "," 1,674,925 "," 1,664,482 "," 1,589,422 "," 1,490,410 "," 19,416,371 ",
Sudeste," 6,445,952 "," 6,583,019 "," 6,657,750 "," 6,833,136 "," 6,907,248 "," 6,968,381 "," 7,121,174 "," 7,366,252 "," 7,235,950 "," 7,277,248 "," 7,110,521 "," 6,306,666 "," 82,813,297 ",
Sul," 3,230,042 "," 3,434,965 "," 3,545,403 "," 3,569,292 "," 3,539,858 "," 3,574,219 "," 3,668,414 "," 3,663,109 "," 3,598,413 "," 3,669,629 "," 3,504,732 "," 3,174,971 "," 42,173,047 ",
Centro-Oeste," 827,719 "," 796,964 "," 823,377 "," 853,700 "," 934,155 "," 897,692 "," 949,567 "," 931,262 "," 937,779 "," 971,529 "," 855,498 "," 711,802 "," 10,491,044 ",
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,,
Sistemas Isolados," 1,831,617 "," 1,749,057 "," 1,861,604 "," 1,812,050 "," 1,868,766 "," 1,879,257 "," 1,912,671 "," 1,901,766 "," 1,905,751 "," 1,964,012 "," 1,848,776 "," 1,861,836 "," 22,397,163 ",
Norte," 327,366 "," 304,275 "," 621,696 "," 313,885 "," 320,836 "," 324,096 "," 350,571 "," 344,340 "," 338,410 "," 343,854 "," 328,608 "," 323,245 "," 4,241,183 ",
Nordeste," 1,195,284 "," 1,166,601 "," 1,220,565 "," 1,217,111 "," 1,298,331 "," 1,210,222 "," 1,230,235 "," 1,283,919 "," 1,242,935 "," 1,238,564 "," 1,201,937 "," 1,104,307 "," 14,610,011 ",
Sudeste/C.Oeste," 7,209,039 "," 7,311,722 "," 7,405,290 "," 7,612,711 "," 7,763,632 "," 7,792,726 "," 7,992,378 "," 8,218,656 "," 8,094,565 "," 8,170,126 "," 7,888,995 "," 6,952,814 "," 92,412,654 ",
Sul," 3,230,042 "," 3,434,965 "," 3,545,403 "," 3,569,292 "," 3,539,858 "," 3,574,219 "," 3,668,414 "," 3,663,109 "," 3,598,413 "," 3,669,629 "," 3,504,732 "," 3,174,971 "," 42,173,047 ",
,,,,,,,,,,,,,,
,2007,,,,,,,,,,,,,
TOTAL INDUSTRIAL (CATIVO + LIVRE),JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO,
," 13,592,121 "," 13,683,634 "," 14,276,498 "," 14,511,123 "," 14,557,756 "," 14,582,312 "," 14,569,203 "," 14,860,003 "," 14,866,278 "," 14,952,079 "," 15,025,144 "," 14,892,623 "," 174,368,774 ",
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,,
Norte," 1,684,419 "," 1,534,685 "," 1,688,868 "," 1,633,413 "," 1,706,370 "," 1,661,302 "," 1,725,872 "," 1,733,438 "," 1,682,193 "," 1,736,754 "," 1,692,669 "," 1,751,110 "," 20,231,093 ",
Nordeste," 1,463,977 "," 1,349,585 "," 1,477,781 "," 1,505,185 "," 1,530,357 "," 1,519,797 "," 1,600,210 "," 1,631,575 "," 1,601,861 "," 1,677,286 "," 1,634,720 "," 1,666,702 "," 18,659,036 ",
Sudeste," 6,562,225 "," 6,763,914 "," 6,822,036 "," 7,075,920 "," 7,047,986 "," 7,111,084 "," 6,971,516 "," 7,122,305 "," 7,301,780 "," 7,202,841 "," 7,342,532 "," 7,168,664 "," 84,492,803 ",
Sul," 3,076,182 "," 3,242,424 "," 3,422,830 "," 3,440,913 "," 3,389,772 "," 3,457,263 "," 3,429,560 "," 3,491,402 "," 3,449,196 "," 3,481,710 "," 3,527,309 "," 3,492,849 "," 40,901,410 ",
Centro-Oeste," 805,318 "," 793,026 "," 864,983 "," 855,692 "," 883,271 "," 832,866 "," 842,045 "," 881,283 "," 831,248 "," 853,488 "," 827,914 "," 813,298 "," 10,084,432 ",
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,,
Sistemas Isolados," 1,765,200 "," 1,605,786 "," 1,767,873 "," 1,728,817 "," 1,793,683 "," 1,754,396 "," 1,834,976 "," 1,854,580 "," 1,824,469 "," 1,875,176 "," 1,814,759 "," 1,904,699 "," 21,524,414 ",
Norte," 297,467 "," 277,773 "," 305,063 "," 309,003 "," 329,344 "," 308,712 "," 323,408 "," 344,833 "," 330,021 "," 336,679 "," 336,924 "," 329,501 "," 3,828,728 ",
Nordeste," 1,145,355 "," 1,063,134 "," 1,166,880 "," 1,170,061 "," 1,182,263 "," 1,185,715 "," 1,236,300 "," 1,236,126 "," 1,201,212 "," 1,268,288 "," 1,245,350 "," 1,253,728 "," 14,354,412 ",
Sudeste/C.Oeste," 7,307,917 "," 7,494,517 "," 7,613,852 "," 7,862,329 "," 7,862,694 "," 7,876,226 "," 7,744,959 "," 7,933,062 "," 8,061,380 "," 7,990,226 "," 8,100,802 "," 7,911,846 "," 93,759,810 ",
Sul," 3,076,182 "," 3,242,424 "," 3,422,830 "," 3,440,913 "," 3,389,772 "," 3,457,263 "," 3,429,560 "," 3,491,402 "," 3,449,196 "," 3,481,710 "," 3,527,309 "," 3,492,849 "," 40,901,410 ",
,,,,,,,,,,,,,,
,2006,,,,,,,,,,,,,
TOTAL INDUSTRIAL (CATIVO + LIVRE),JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO,
," 12,851,401 "," 13,044,331 "," 13,382,327 "," 13,531,808 "," 13,406,754 "," 13,568,688 "," 13,696,551 "," 14,164,040 "," 13,825,482 "," 13,952,616 "," 13,989,838 "," 13,766,563 "," 163,180,401 ",
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,,
Norte," 1,591,714 "," 1,457,574 "," 1,617,615 "," 1,576,235 "," 1,611,190 "," 1,586,724 "," 1,653,512 "," 1,685,180 "," 1,635,007 "," 1,686,228 "," 1,632,631 "," 1,685,347 "," 19,418,956 ",
Nordeste," 1,407,662 "," 1,310,648 "," 1,446,040 "," 1,406,471 "," 1,389,350 "," 1,395,941 "," 1,425,945 "," 1,484,528 "," 1,457,652 "," 1,505,750 "," 1,452,604 "," 1,433,255 "," 17,115,847 ",
Sudeste," 6,080,511 "," 6,347,964 "," 6,337,459 "," 6,553,858 "," 6,340,803 "," 6,509,134 "," 6,469,173 "," 6,687,717 "," 6,605,557 "," 6,601,776 "," 6,755,936 "," 6,585,853 "," 77,875,741 ",
Sul," 3,009,129 "," 3,168,168 "," 3,172,110 "," 3,208,236 "," 3,277,834 "," 3,275,843 "," 3,315,443 "," 3,436,354 "," 3,314,560 "," 3,329,559 "," 3,324,015 "," 3,257,962 "," 39,089,214 ",
Centro-Oeste," 762,384 "," 759,978 "," 809,103 "," 787,008 "," 787,577 "," 801,046 "," 832,478 "," 870,261 "," 812,707 "," 829,303 "," 824,653 "," 804,145 "," 9,680,643 ",
SUBSISTEMA ELÉTRICO,,,,,,,,,,,,,,
Sistemas Isolados," 1,658,755 "," 1,515,328 "," 1,725,842 "," 1,671,256 "," 1,699,974 "," 1,684,606 "," 1,753,752 "," 1,792,711 "," 1,740,356 "," 1,783,666 "," 1,731,864 "," 1,783,521 "," 20,541,633 ",
Norte," 282,710 "," 264,502 "," 288,354 "," 275,553 "," 282,866 "," 280,065 "," 288,335 "," 303,082 "," 297,168 "," 307,375 "," 297,987 "," 299,955 "," 3,467,951 ",
Nordeste," 1,114,265 "," 1,046,540 "," 1,114,882 "," 1,101,232 "," 1,077,370 "," 1,082,278 "," 1,104,196 "," 1,140,926 "," 1,119,081 "," 1,167,599 "," 1,119,951 "," 1,099,606 "," 13,287,925 ",
Sudeste/C.Oeste," 6,786,541 "," 7,049,793 "," 7,081,140 "," 7,275,531 "," 7,068,710 "," 7,245,895 "," 7,234,825 "," 7,490,967 "," 7,354,318 "," 7,364,417 "," 7,516,022 "," 7,325,519 "," 86,793,678 ",
Sul," 3,009,129 "," 3,168,168 "," 3,172,110 "," 3,208,236 "," 3,277,834 "," 3,275,843 "," 3,315,443 "," 3,436,354 "," 3,314,560 "," 3,329,559 "," 3,324,015 "," 3,257,962 "," 39,089,214 ",
,,,,,,,,,,,,,,
,2005,,,,,,,,,,,,,
TOTAL INDUSTRIAL (CATIVO + LIVRE),JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,ANO,
," 12,650,753 "," 12,746,540 "," 13,065,261 "," 13,373,989 "," 13,292,320 "," 13,140,406 "," 13,430,446 "," 13,754,713 "," 13,700,583 "," 13,512,368 "," 13,445,264 "," 13,549,854 "," 159,662,497 ",
REGIÃO GEOGRÁFICA,,,,,,,,,,,,,,
Norte," 1,512,430 "," 1,421,249 "," 1,515,821 "," 1,446,877 "," 1,519,693 "," 1,483,847 "," 1,516,020 "," 1,518,198 "," 1,484,538 "," 1,561,251 "," 1,527,926 "," 1,601,461 "," 18,109,311 ",
Nordeste," 1,418,229 "," 1,334,852 "," 1,406,118 "," 1,420,732 "," 1,470,331 "," 1,409,494 "," 1,468,801 "," 1,491,492 "," 1,483,206 "," 1,433,428 "," 1,428,592 "," 1,465,888 "," 17,231,162 ",
